movie title,Run Time,Rating,User Rating,Generes,Overview,Plot Kyeword,Director,Top 5 Casts,Writer,year,path
Last Moment of Clarity,not-released,5.1,2.4K,['Thriller'],"Three years after witnessing the murder of his fiancée, a man finds himself a fearful drifter, until one day at a Parisian cinema he sees an actress who looks a lot like his dead love, and eventually he finds the truth about his fiancée.","['scotsman abroad', 'scotsman in france', 'audio flashback', 'scottish accent', 'american abroad', 'american in france', 'american in paris', 'bare chested male', 'watering a plant', 'man in a shower']",Colin Krisel,"['Colin Krisel', 'James Krisel', 'Zach Avery', 'Brian Cox', 'Udo Kier']",James Krisel,-2020,/title/tt1929297/
In Darkness,not-released,5.7,13K,"['Mystery', 'Thriller']",A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.,"['blind woman', 'blind protagonist', 'female nudity', 'shower scene', 'suspicious death', 'murder investigation', 'war criminal', 'suicide', 'sex scene', 'female protagonist']",Anthony Byrne,"['Natalie Dormer', 'Natalie Dormer', 'Ed Skrein', 'Emily Ratajkowski', 'Anthony Byrne']",Anthony Byrne,-2018,/title/tt5164184/
Noroi,1 hour 55 minutes,6.9,12K,"['Horror', 'Mystery', 'Thriller']","A documentary filmmaker explores seemingly unrelated paranormal incidents connected by the legend of an ancient demon called the ""kagutaba.""","['looking at the camera', 'talking to the camera', 'disappearance', 'found footage', 'mockumentary', 'fake documentary', 'cell phone', 'man wears eyeglasses', 'woman wears eyeglasses', 'timeframe 1970s']",Kôji Shiraishi,"['Naoyuki Yokota', 'Jin Muraki', 'Rio Kanno', 'Tomono Kuga', 'Kôji Shiraishi']",Kôji Shiraishi,-2005,/title/tt0930083/
Death Game,"$150,000 (estimated)",5.3,1K,['Thriller'],Two close women seduce and torment a businessman in his plush San Francisco home.,"['female criminal', 'criminal lovers', 'female rear nudity', 'exploitation', 'torture', 'voyeur', 'nudity', 'home invasion', 'voyeurism', 'upskirt']",Peter S. Traynor,"['Michael Ronald Ross', 'Colleen Camp', 'Sondra Locke', 'Colleen Camp', 'Seymour Cassel']",Anthony Overman,-1977,/title/tt0075921/
Ice Cream Man,1 hour 26 minutes,4.7,4.1K,"['Comedy', 'Horror', 'Thriller']","Poor Gregory. After being released from the Wishing Well Sanatorium, all he wants to do is make the children happy. So Gregory reopens the old ice cream factory, and all the unappreciative brats are reprocessed into the flavor of the day.","['serial killer', 'pantyhose', 'nude pantyhose', 'female stockinged legs', 'ice cream', 'insanity', 'boy', 'ice cream truck', 'gore', 'mental illness']",Norman Apstein,"['Sven Davison', 'Clint Howard', 'Justin Isfeld', 'Anndi McAfee', 'Norman Apstein']",David Dobkin,-1995,/title/tt0113376/
Bereavement,1 hour 43 minutes,5,7.3K,"['Crime', 'Horror', 'Thriller']","The horrific account of 6 year old Martin Bristol, abducted from his backyard swing and forced to witness the brutal crimes of a deranged madman.","['meat packing plant', 'jogging', 'uncle', 'insensitivity to pain', 'scene after end credits', 'murder of family', 'woman stabbed', 'killer child', 'loss of parents', 'motorcycle']",Stevan Mena,"['Michael Biehn', 'Alexandra Daddario', 'Brett Rickaby', 'Stevan Mena', 'Stevan Mena']",Stevan Mena,-2010,/title/tt1100051/
Captivity,"$17,000,000 (estimated)",4.6,23K,"['Crime', 'Horror', 'Mystery']","A man and a woman awaken to find themselves trapped in a cellar. As their kidnapper drives them mad, the truth about their horrific abduction is revealed.","['kicked in the crotch', 'rape by deception', 'crawling through an air shaft', 'taking a pet dog to a public place', 'strapped to a chair', 'funnel in mouth', 'sexy woman', 'strapped to a bedframe', 'captive', 'voyeur']",Roland Joffé,"['Joseph Tura', 'Elisha Cuthbert', 'Daniel Gillies', 'Pruitt Taylor Vince', 'Roland Joffé']",Larry Cohen,-2007,/title/tt0374563/
Eyes of Laura Mars,1 hour 44 minutes,6.1,10K,"['Mystery', 'Thriller']",A famous fashion photographer develops a disturbing ability to see through the eyes of a killer.,"['photographer', 'female photographer', 'new york city', 'photo shoot', 'photography', 'psychopath', 'bare breasts', 'female nudity', 'topless female nudity', 'erotic thriller']",Irvin Kershner,"['David Zelag Goodman', 'Tommy Lee Jones', 'Faye Dunaway', 'Tommy Lee Jones', 'Brad Dourif']",John Carpenter,-1978,/title/tt0077530/
The Djinn,1 hour 22 minutes,4.8,4.2K,"['Horror', 'Thriller']",A mute boy is trapped in his apartment with a sinister monster when he makes a wish to fulfill his heart's greatest desire.,"['djinn', 'wish', 'evil spirit', '1980s', 'boy', 'evil djinn', 'demon', 'occult book', 'achilles tendon cut', 'father son relationship']",David Charbonier,"['David Charbonier', 'Justin Powell', 'Ezra Dewey', 'Rob Brownstein', 'Tevy Poe']",Justin Powell,-2021,/title/tt9352356/
The Huntress of Auschwitz,not-released,2.2,155,"['Horror', 'Thriller', 'War']",A young American girl travels to Europe to track down the Nazi guard responsible for the murder of her great-grandparents.,['murder'],Richard John Taylor,"['Lowri Watts-Joyce', 'Rula Lenska', 'Paul Dewdney', 'Richard John Taylor', 'Richard John Taylor']",Richard John Taylor,-2022,/title/tt11981274/
Kiss Me Deadly,"$410,000 (estimated)",7.5,20K,"['Crime', 'Film-Noir', 'Mystery']","A doomed female hitchhiker pulls Mike Hammer into a deadly whirlpool of intrigue, revolving around a mysterious ""great whatsit"".","['macguffin', 'mike hammer', 'femme fatale', 'radiation burn', 'car accident', 'radioactive material', 'kiss', 'suitcase', 'convertible', 'car pushed off a cliff']",Robert Aldrich,"['A.I. Bezzerides', 'Ralph Meeker', 'Albert Dekker', 'Paul Stewart', 'Robert Aldrich']",Mickey Spillane,-1955,/title/tt0048261/
Black Butterfly,1 hour 33 minutes,6.1,14K,['Thriller'],A reclusive screenwriter takes in a mysterious drifter who is determined to repay his kindness by helping him finish his latest story.,"['writer', 'cabin', 'realtor', 'writers block', 'remake', 'rifle', 'held hostage', 'cabin in the woods', 'obsession', 'farmhouse']",Brian Goodman,"['Marc Frydman', 'Hervé Korian', 'Antonio Banderas', 'Jonathan Rhys Meyers', 'Piper Perabo']",Justin Stanley,(II) (2017),/title/tt2090465/
Cry Terror!,1 hour 36 minutes,6.6,1.2K,"['Crime', 'Film-Noir', 'Thriller']","Duped by former army pal Paul Hoplin into building a time-bomb, New York shop owner Jim Molner and his family become hostages of Hoplin who uses bomb-threats to extort money from airlines.","['fbi federal bureau of investigation', 'child hostage', 'mad bomber', 'extortion', 'ransom', 'rape attempt', 'escape attempt', 'elevator shaft', 'knife threat', 'moll']",Andrew L. Stone,"['James Mason', 'Rod Steiger', 'Inger Stevens', 'Andrew L. Stone', 'Andrew L. Stone']",Andrew L. Stone,-1958,/title/tt0051501/
Five Graves to Cairo,1 hour 36 minutes,7.3,5.9K,"['Thriller', 'War']",In the North African campaign a British straggler manages to pass himself off as a waiter at the hotel commandeered as Rommel's headquarters. He has thoughts of assassinating Rommel but his cover may have an even better use.,"['british military', 'british soldier', 'sweating', 'egypt', 'grave', 'desert', 'cairo egypt', 'afrika corps', 'behind enemy lines', 'prisoner of war']",Billy Wilder,"['Billy Wilder', 'Lajos Biró', 'Franchot Tone', 'Anne Baxter', 'Akim Tamiroff']",Charles Brackett,-1943,/title/tt0035884/
He Knows You're Alone,1 hour 34 minutes,5,3.8K,"['Horror', 'Thriller']","A young bride-to-be is being stalked upon by a serial killer in Staten Island. She gets help from a former lover, but will they manage to escape?","['serial killer', 'slasher', 'low budget film', 'man murders a woman', 'stabbing a woman', 'blood', 'scene of the crime', 'mysterious murderer', 'psycho murderer', 'psychopathic murderer']",Armand Mastroianni,"['Don Scardino', ""Caitlin O'Heaney"", 'Elizabeth Kemp', 'Armand Mastroianni', 'Scott Parker']",Scott Parker,-1980,/title/tt0080850/
Lord of Illusions,"$12,000,000 (estimated)",6,18K,"['Horror', 'Mystery', 'Thriller']","A private detective gets more than he bargains for when he encounters Philip Swan, a performer whose amazing illusions captivate the world, but they are not really what everyone thinks.","['private detective', 'neo noir', 'telekinesis', 'investigation', 'violence', 'illusionist', 'magician', 'faked death', 'magic', 'occult']",Clive Barker,"['Scott Bakula', ""Kevin J. O'Connor"", 'J. Trevor Edmond', 'Clive Barker', 'Clive Barker']",Clive Barker,-1995,/title/tt0113690/
Slaughter High,1 hour 30 minutes,5.3,6.1K,"['Horror', 'Thriller']","Eight people are invited to their old high school for their ten-year reunion where a fellow former student, disfigured from a prank gone wrong, is out to seek revenge.","['male full frontal nudity', 'high school', 'murder of a nude woman', 'nerd', 'reunion', 'jock', 'locker room', 'humiliation', 'group of friends', 'cruel joke']",George Dugdale,"['Peter Mackenzie Litten', 'George Dugdale', 'Mark Ezra', 'Peter Mackenzie Litten', 'Caroline Munro']",Mark Ezra,-1986,/title/tt0091969/
Quarantine 2: Terminal,"$4,000,000 (estimated)",5.2,20K,"['Horror', 'Sci-Fi', 'Thriller']",A plane is taken over by a mysterious virus. When the plane lands it is placed under quarantine. Now a group of survivors must band together to survive the quarantine.,"['zombie', 'surprise ending', 'no music during end credits', ""character repeats someone else's dialogue"", 'child in jeopardy', 'profanity', 'bloody violence', 'gun violence', 'dead body', 'rat']",John Pogue,"['John Erick Dowdle', 'Drew Dowdle', 'Mercedes Mason', 'Josh Cooke', 'Mattie Liptak']",John Pogue,-2011,/title/tt1699231/
The Perfect Guy,1 hour 40 minutes,5.6,11K,['Thriller'],"After breaking up with her boyfriend, a professional woman gets involved with a man who seems almost too good to be true.","['hit on the head with a pot', 'beanbag shell', 'hiding under a bed while couple has sex', 'neighbor murdered', 'key in fake rock', 'sex on the first date', 'pump action shotgun', 'pushed down stairs', 'psychopath', 'meeting the parents']",David M. Rosenthal,"['Tyger Williams', 'Sanaa Lathan', 'Michael Ealy', 'Morris Chestnut', 'David M. Rosenthal']",Alan B. McElroy,(I) (2015),/title/tt3862750/
Infinity Chamber,not-released,6.2,10K,"['Sci-Fi', 'Thriller']",A man trapped in an automated prison must outsmart a computer in order to escape.,"['ai', 'prison', 'camera', 'computer', 'room', 'toilet', 'locked in a room', 'coffee', 'paranoia', 'laser']",Travis Milloy,"['Christopher Soren Kelly', 'Cassandra Clark', 'Cajardo Lindsey', 'Travis Milloy', 'Travis Milloy']",Travis Milloy,-2016,/title/tt3839880/
The Coldest Game,not-released,6.2,11K,"['History', 'Sport', 'Thriller']","During 1962's Cuban missile crisis, a troubled math genius finds himself drafted to play in a U.S.-Soviet chess match -- and a deadly game of espionage.","['chess', 'cold war', 'timeframe 1960s']",Lukasz Kosmicki,"['Marcel Sawicki', 'Bill Pullman', 'Lotte Verbeek', 'James Bloor', 'Lukasz Kosmicki']",Lukasz Kosmicki,-2019,/title/tt6445414/
Yakuza Princess,1 hour 51 minutes,4.6,1.5K,['Thriller'],The heiress to half of the Yakuza crime syndicate forges an uneasy alliance with an amnesiac stranger who believes an ancient sword binds their two fates. She must unleash war against the other half of the syndicate who wants her dead.,"['yakuza', 'criminal empire', 'female orphan', 'gang', 'princess', 'japanese diaspora', 'crime syndicate', 'amnesia', 'sword', 'sao paulo']",Vicente Amorim,"['Fernando Toste', 'Kimi Lee', 'MASUMI', 'Jonathan Rhys Meyers', 'Tsuyoshi Ihara']",Danilo Beyruth,-2021,/title/tt10715446/
Mona Lisa and the Blood Moon,not-released,6.5,292,"['Fantasy', 'Mystery', 'Thriller']",A girl with unusual powers escapes from a mental asylum and tries to make it on her own in New Orleans.,"['girl', 'astronomical object in title', 'character name in title']",Ana Lily Amirpour,"['Kate Hudson', 'Ed Skrein', 'Craig Robinson', 'Ana Lily Amirpour', 'Ana Lily Amirpour']",Ana Lily Amirpour,-2021,/title/tt8760670/
Huda's Salon,1 hour 31 minutes,6,557,['Thriller'],A woman whose visit to a hair salon turns into a nightmare when she is blackmailed by its owner.,"['shaved labia', 'nightmare', 'male nudity', 'female nudity', 'male frontal nudity', 'female frontal nudity', 'male full frontal nudity', 'female full frontal nudity', 'pubic hair', 'male pubic hair']",Hany Abu-Assad,"['Ali Suliman', 'Maisa Abd Elhadi', 'Omar Abu Amer', 'Hany Abu-Assad', 'Hany Abu-Assad']",Hany Abu-Assad,-2021,/title/tt11897340/
The Last Days on Mars,1 hour 38 minutes,5.5,37K,"['Adventure', 'Horror', 'Sci-Fi']",A group of astronaut explorers succumb one by one to a mysterious and terrifying force while collecting specimens on Mars.,"['astronaut', 'zombie', 'alien infection', 'alien life form', 'vertical take off and landing aircraft', 'no survivors', 'psychotronic film', 'microorganism', '2040s', 'aerial camera shot']",Ruairi Robinson,"['Clive Dawson', 'Liev Schreiber', 'Elias Koteas', 'Romola Garai', 'Ruairi Robinson']",Sydney J. Bounds,-2013,/title/tt1709143/
The Man with One Red Shoe,"$16,000,000 (estimated)",5.7,16K,"['Comedy', 'Thriller']",A man picked randomly out of a crowd is made the target of CIA survelliance and pursuit.,"['mistaken identity', 'spy spoof', 'spoof', 'farce', 'spy', 'remake', 'remake of french film', 'shoe', 'red shoes', 'undercover']",Stan Dragoti,"['Yves Robert', 'Robert Klane', 'Tom Hanks', 'Lori Singer', 'Dabney Coleman']",Francis Veber,-1985,/title/tt0089543/
Beneath the Surface,not-released,2.6,98,"['Mystery', 'Thriller']","After surviving a shark attack in which her father and sister died, Lexy's life becomes a living nightmare. But with the help of a counsellor, she delves deeper into the haunting flashbacks and gradually uncovers the truth of what happened that fateful night.","['sea', 'shark', 'mental health issues']",Scott Jeffrey,"['Paul W. Franklin', 'Georgie Banks', 'Stephanie Lodge', 'Matthew Marcelis', 'Scott Jeffrey']",Rebecca Matthews,(I) (2022),/title/tt12146654/
Beyond White Space,not-released,4.5,2K,"['Sci-Fi', 'Thriller']",The USS Essex is travelling in the furthest reaches of the known Universe when it encounters a gigantic creature. After pirates steal their cargo and most of their supplies the crew decide to capture the creature.,"['monster', 'space', 'parasite', 'mutiny', 'betrayal', 'pregnancy', 'pregnant woman', 'decapitation', 'severed head', 'severed hand']",Ken Locsmandi,"['Clay McLeod Chapman', 'Holt McCallany', 'Zulay Henao', 'Dave Sheridan', 'Ken Locsmandi']",Ryan Colucci,-2018,/title/tt1977094/
"Silent Night, Deadly Night","$1,065,000 (estimated)",5.8,16K,"['Horror', 'Thriller']","Little Billy witness his parents getting killed by Santa after being warned by his senile grandpa that Santa punishes those who are naughty. Now Billy is 18, and out of the orphanage, and he has just become Santa, himself.","['santa claus', 'serial killer', 'christmas', 'serial killer as protagonist', 'mother superior', 'traumatized protagonist', 'santa claus costume', 'christmas horror', 'slasher', 'female nudity']",Charles E. Sellier Jr.,"['Michael Hickey', 'Lilyan Chauvin', 'Gilmer McCormick', 'Toni Nero', 'Charles E. Sellier Jr.']",Paul Caimi,-1984,/title/tt0088117/
The Dream Team,1 hour 53 minutes,6.5,15K,"['Comedy', 'Crime', 'Thriller']","Four mental patients on a field trip in New York City must save their caring chaperon, who ends up being taken to a hospital in a coma after accidentally witnessing a murder, before the killers can find him and finish the job.","['mental patient', 'murder', 'mental institution', 'mental illness', 'farce', 'assassination attempt', 'payphone', 'pay phone', 'man wears underwear', 'man wears eyeglasses']",Howard Zieff,"['David Loucka', 'Michael Keaton', 'Christopher Lloyd', 'Peter Boyle', 'Howard Zieff']",Jon Connolly,-1989,/title/tt0097235/
